ID,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weatherconditions,Road_traffic_density,Type_of_vehicle,multiple_deliveries,Time_taken(min)
0x101b ,4.9,22.695207,75.866059,22.775207,75.946059,Stormy,Low,scooter,1,23
0x2d46 ,4.6,12.933298,77.614293,13.013298,77.694293,Windy,Low,motorcycle,1,22
0xc269 ,4.3,23.211529,77.419399,23.281529,77.489399,Sandstorms,Jam,motorcycle,1,41
0x8383 ,5.0,12.979096,77.640625,13.029096,77.690625,Fog,Medium,motorcycle,1,34
0x836e ,4.6,26.766536,75.837333,26.846536,75.917333,Stormy,Jam,motorcycle,1,27
0x2841 ,4.9,18.994237,72.825553,19.084237,72.915553,Fog,Low,scooter,1,26
0xccc4 ,4.6,15.546594,73.760431,15.616594,73.830431,Windy,Jam,scooter,1,27
0x21f5 ,4.8,26.921411,75.793604,27.011411,75.883604,Stormy,Low,motorcycle,1,18
0x655d ,4.8,22.751234,75.88949,22.761234,75.89949,Stormy,Low,motorcycle,0,20
0xc70b ,4.8,22.569367,88.433187,22.699367,88.563187,Stormy,Low,scooter,1,24
0x43a0 ,4.7,12.914264,77.6784,12.984264,77.7484,Fog,Medium,scooter,1,33
0xbd37 ,4.2,23.374878,85.335739,23.404878,85.365739,Sunny,Jam,motorcycle,2,54
0x7b0a ,4.8,19.178321,72.834715,19.208321,72.864715,Fog,Low,motorcycle,1,17
0x19c3 ,5.0,12.3085,76.665808,12.4185,76.775808,Fog,Low,motorcycle,0,21
0xbeb3 ,4.5,18.530963,73.828972,18.600963,73.898972,Sunny,Jam,scooter,1,27
0x48e3 ,4.9,22.75004,75.902847,22.88004,76.032847,Sunny,Jam,motorcycle,1,31
0xa164 ,4.2,21.149569,72.772697,21.259569,72.882697,Sandstorms,Jam,motorcycle,1,33
0x2a95 ,4.6,13.029198,77.570997,13.039198,77.580997,Cloudy,Low,scooter,1,15
0xadf2 ,5.0,26.892312,75.806896,27.032312,75.946896,Stormy,Low,electric_scooter,1,20
0x92f6 ,4.8,21.15276,72.778059,21.22276,72.848059,Fog,Low,scooter,1,21
0x699e ,4.0,23.359033,85.325347,23.489033,85.455347,Stormy,Jam,motorcycle,1,35
0xb4ef ,4.9,12.316967,76.603067,12.446967,76.733067,Fog,Low,motorcycle,2,42
0xb170 ,4.6,12.934179,77.615797,12.944179,77.625797,Fog,Low,motorcycle,0,27
0x646f ,4.5,11.022477,76.995667,11.062477,77.035667,Cloudy,Medium,scooter,0,17
0xd78a ,4.1,19.874103,75.368419,19.884103,75.378419,Sandstorms,Low,motorcycle,1,34
0x6f44 ,5.0,17.431668,78.408321,17.561668,78.538321,Fog,Low,motorcycle,1,29
0x2ded ,4.5,17.431668,78.408321,17.471668,78.448321,Sandstorms,Medium,motorcycle,0,27
0xde87 ,4.4,26.469003,80.316344,26.609003,80.456344,Stormy,Jam,scooter,1,43
0x2746 ,4.9,18.569156,73.774723,18.699156,73.904723,Cloudy,Medium,motorcycle,1,47
0x2b21 ,4.0,12.3085,76.665808,12.3685,76.725808,Windy,Jam,motorcycle,2,40
0xa478 ,4.7,17.41233,78.449654,17.44233,78.479654,Cloudy,Low,motorcycle,0,22
0x6aa0 ,4.9,12.310972,76.659264,12.350972,76.699264,Windy,Medium,scooter,1,26
0x648f ,4.6,26.956431,75.776649,27.066431,75.886649,Windy,Medium,motorcycle,1,26
0x287c ,4.9,18.536718,73.830327,18.586718,73.880327,Cloudy,Jam,motorcycle,1,26
0xb24c ,4.6,23.371292,85.327872,23.391292,85.347872,Stormy,High,electric_scooter,1,25
0x6d47 ,4.7,18.539299,73.897902,18.649299,74.007902,Cloudy,Medium,motorcycle,1,39
0x542f ,5.0,22.722634,75.886959,22.852634,76.016959,Fog,Low,motorcycle,0,20
0x140c ,4.6,18.546947,73.900626,18.676947,74.030626,Sunny,Low,scooter,1,23
0x95f6 ,4.8,22.307898,73.167788,22.357898,73.217788,Stormy,Jam,motorcycle,1,27
0x4170 ,4.8,22.651847,75.881991,22.691847,75.921991,Sunny,High,motorcycle,1,27
0x461e ,4.9,12.979166,77.640709,13.059166,77.720709,Sunny,Jam,scooter,1,19
0x8092 ,4.8,23.416792,85.316842,23.546792,85.446842,Cloudy,Jam,motorcycle,2,36
0x66f5 ,4.6,18.55144,73.804855,18.64144,73.894855,Sandstorms,Low,scooter,1,18
0x7ff0 ,4.8,23.39925,85.390464,23.40925,85.400464,Windy,Low,scooter,1,22
0xb349 ,4.6,22.74806,75.8934,22.85806,76.0034,Fog,Low,scooter,1,26
0x7558 ,4.0,26.910262,75.783013,26.920262,75.793013,Stormy,Low,motorcycle,1,27
0xca7f ,4.8,25.449872,81.836167,25.519872,81.906167,Sunny,Jam,motorcycle,1,30
0x18ed ,4.9,21.160522,72.771477,21.270522,72.881477,Cloudy,Low,electric_scooter,1,28
0x18ab ,4.1,22.311358,73.164798,22.371358,73.224798,Stormy,Medium,motorcycle,1,34
0x346c ,4.8,22.311603,73.165012,22.391603,73.245012,Sandstorms,Medium,scooter,1,25
0x8380 ,4.8,18.543626,73.905101,18.573626,73.935101,Sandstorms,Jam,motorcycle,1,30
0x735b ,4.6,22.722634,75.886959,22.812634,75.976959,Sandstorms,Jam,motorcycle,0,19
0xd8b2 ,4.8,30.359722,78.067079,30.379722,78.087079,Stormy,High,motorcycle,1,27
0xd755 ,4.8,15.56155,73.749092,15.59155,73.779092,Cloudy,Low,scooter,1,19
0x9d2e ,5.0,12.323194,76.630583,12.393194,76.700583,Stormy,Jam,scooter,1,25
0xc274 ,4.7,30.890184,75.829615,30.950184,75.889615,Sunny,Jam,motorcycle,1,20
0xd62f ,4.6,25.457687,81.835585,25.587687,81.965585,Windy,Low,scooter,0,24
0x28bf ,4.6,12.949934,77.699386,13.039934,77.789386,Sunny,Medium,motorcycle,1,18
0x41bb ,4.7,18.554382,73.798206,18.644382,73.888206,Fog,Low,motorcycle,1,20
0x418e ,4.6,17.458998,78.500366,17.588998,78.630366,Windy,Jam,scooter,0,19
0x25d4 ,5.0,13.02978,80.208812,13.10978,80.288812,Sunny,Jam,scooter,1,22
0x96d9 ,4.7,21.149834,72.778666,21.189834,72.818666,Sunny,High,scooter,1,24
0x1e9a ,4.8,21.170096,72.789122,21.250096,72.869122,Sandstorms,Medium,motorcycle,2,38
0x7be4 ,4.6,12.323978,76.627961,12.343978,76.647961,Cloudy,Low,motorcycle,1,17
0x4809 ,4.0,22.311603,73.165012,22.421603,73.275012,Cloudy,Jam,motorcycle,1,40
0x2b94 ,4.9,22.753839,75.897429,22.823839,75.967429,Windy,Medium,motorcycle,1,23
0xe2d ,4.8,22.753839,75.897429,22.783839,75.927429,Stormy,Jam,scooter,1,29
0x21fb ,4.9,12.914264,77.6784,12.964264,77.7284,Sunny,Low,electric_scooter,0,22
0x7af1 ,4.3,18.530963,73.828972,18.640963,73.938972,Cloudy,Medium,scooter,1,35
0x8cf3 ,5.0,22.751857,75.866699,22.841857,75.956699,Stormy,Jam,motorcycle,2,51
0x96b8 ,4.6,12.284747,76.625861,12.294747,76.635861,Sandstorms,High,motorcycle,0,30
0x6b97 ,4.5,17.438263,78.397865,17.528263,78.487865,Stormy,Jam,scooter,0,25
0x8ddf ,4.8,22.753659,75.903365,22.763659,75.913365,Cloudy,Low,scooter,1,10
0xa54f ,4.7,21.186884,72.793616,21.256884,72.863616,Fog,Jam,motorcycle,3,52
0x1592 ,5.0,23.354422,85.3329,23.364422,85.3429,Cloudy,Low,motorcycle,1,13
0x45a5 ,4.8,12.935662,77.61413,13.025662,77.70413,Cloudy,Medium,scooter,1,31
0x8961 ,4.6,12.284747,76.625861,12.324747,76.665861,Sunny,High,motorcycle,1,14
0x7489 ,5.0,18.593481,73.785901,18.663481,73.855901,Cloudy,Jam,motorcycle,0,44
0xa1b8 ,4.8,12.934365,77.616155,13.024365,77.706155,Stormy,Low,motorcycle,1,20
0xb71f ,4.7,11.022298,76.998349,11.082298,77.058349,Stormy,Low,motorcycle,1,21
0xdd7 ,4.7,21.170096,72.789122,21.300096,72.919122,Sandstorms,Low,motorcycle,1,27
0x55f7 ,2.5,26.913483,75.803139,27.053483,75.943139,Sunny,Low,scooter,0,35
0x2ccb ,4.1,13.066762,80.251865,13.106762,80.291865,Stormy,High,motorcycle,1,32
0xae21 ,4.9,23.359033,85.325347,23.489033,85.455347,Windy,Medium,motorcycle,1,20
0x658c ,4.1,26.921411,75.793604,26.941411,75.813604,Stormy,High,scooter,1,31
0xb8a9 ,4.7,23.359194,85.325447,23.389194,85.355447,Windy,Low,motorcycle,1,19
0x4504 ,4.5,21.185047,72.80859,21.255047,72.87859,Cloudy,Low,scooter,1,31
0xb3ec ,4.4,19.121999,72.908493,19.191999,72.978493,Windy,Jam,scooter,0,36
0x422e ,4.7,17.483216,78.552111,17.503216,78.572111,Sunny,High,motorcycle,0,20
0x87ce ,4.4,11.025083,77.015393,11.095083,77.085393,Sandstorms,Medium,scooter,1,38
0x4a8e ,4.9,22.32,73.17,22.37,73.22,Sunny,Jam,electric_scooter,0,22
0x8f2a ,4.6,18.536718,73.830327,18.566719,73.860327,Fog,Jam,scooter,1,32
0xb43f ,4.6,18.593481,73.785901,18.683481,73.875901,Cloudy,Jam,scooter,0,43
0x5784 ,4.7,12.933298,77.614293,13.013298,77.694293,Sandstorms,Low,scooter,1,15
0x808d ,4.8,23.351489,85.324253,23.371489,85.344253,Stormy,High,scooter,1,28
0x1fe9 ,4.1,23.351489,85.324253,23.401489,85.374253,Stormy,Jam,motorcycle,0,39
0x7692 ,4.5,12.972532,77.608179,13.082532,77.718179,Sunny,Jam,motorcycle,0,34
0x47d0 ,4.7,23.359407,85.325055,23.409407,85.375055,Sandstorms,Medium,electric_scooter,1,34
0xb2cb ,4.9,23.355164,85.324097,23.365164,85.334097,Sandstorms,Low,scooter,1,25
0x78e1 ,4.6,26.905287,75.794592,27.045287,75.934592,Stormy,Low,electric_scooter,0,23
0x9688 ,4.6,22.751857,75.866699,22.801857,75.916699,Windy,Low,electric_scooter,0,29
0x7095 ,4.8,12.297954,76.665169,12.427954,76.795169,Sunny,Jam,motorcycle,0,18
0x94a1 ,4.9,23.353783,85.326967,23.393783,85.366967,Sandstorms,Medium,motorcycle,0,16
0x6007 ,3.9,23.357804,85.325146,23.437804,85.405146,Stormy,Jam,motorcycle,0,33
0x159d ,4.6,11.024839,77.007003,11.094839,77.077003,Sunny,Medium,motorcycle,1,26
0x500b ,5.0,21.149569,72.772697,21.209569,72.832697,Stormy,Low,motorcycle,1,22
0x3676 ,4.7,12.934365,77.616155,12.994365,77.676155,Sunny,Low,motorcycle,1,12
0x795b ,4.7,23.355164,85.324097,23.485164,85.454097,Fog,Jam,scooter,2,49
0x8ece ,4.8,18.569156,73.774723,18.589156,73.794723,Fog,Low,motorcycle,1,13
0x6152 ,4.8,21.160522,72.771477,21.180522,72.791477,Sandstorms,Low,scooter,0,22
0x55d8 ,4.6,12.949934,77.699386,12.999934,77.749386,Windy,Jam,motorcycle,0,13
0x5f68 ,4.7,21.183434,72.814492,21.193434,72.824492,Cloudy,High,motorcycle,1,28
0x29fc ,3.8,22.32,73.17,22.4,73.25,Sunny,Jam,motorcycle,1,33
0x7127 ,4.7,11.000762,76.981876,11.030762,77.011876,Sunny,Low,motorcycle,1,29
0x24fd ,4.8,18.593481,73.785901,18.633481,73.825901,Windy,Medium,scooter,1,28
0x4979 ,4.9,19.091458,72.827808,19.151458,72.887808,Fog,Low,motorcycle,0,27
0x591a ,4.4,17.451976,78.385883,17.541976,78.475883,Sandstorms,Jam,motorcycle,0,43
0x7a05 ,4.7,23.357804,85.325146,23.407804,85.375146,Sunny,Jam,electric_scooter,0,13
0x8fcc ,4.9,12.323994,76.626167,12.383994,76.686167,Windy,Jam,electric_scooter,1,24
0x4871 ,4.2,17.450851,78.379347,17.580851,78.509347,Sunny,Jam,motorcycle,1,38
0x9099 ,4.8,21.186884,72.793616,21.276884,72.883616,Sandstorms,Low,motorcycle,1,23
0x647e ,5.0,22.744648,75.894377,22.834648,75.984377,Cloudy,Medium,scooter,1,29
0x6084 ,4.7,22.761226,75.887522,22.781226,75.907522,Fog,Low,motorcycle,0,18
0xa625 ,5.0,22.744648,75.894377,22.814648,75.964377,Sunny,Medium,scooter,0,28
0x2894 ,4.3,12.978453,77.643685,13.048453,77.713685,Cloudy,Jam,electric_scooter,2,42
0x74c5 ,4.9,12.933284,77.615428,13.013284,77.695428,Fog,Jam,motorcycle,0,35
0x9371 ,4.5,18.516216,73.842527,18.606216,73.932527,Stormy,Jam,scooter,1,26
0x2101 ,4.7,12.975996,80.221898,13.015996,80.261898,Cloudy,Medium,motorcycle,1,26
0x11c2 ,4.8,12.970221,77.645396,12.980221,77.655396,Sunny,Low,scooter,1,13
0x151b ,4.2,18.536562,73.896485,18.556562,73.916485,Sunny,High,motorcycle,1,42
0x20c9 ,4.9,18.563934,73.915367,18.643935,73.995367,Sunny,Jam,motorcycle,1,24
0x7bca ,4.6,12.337928,76.617889,12.347928,76.627889,Sunny,Low,motorcycle,0,11
0x8946 ,5.0,17.431477,78.40035,17.561477,78.53035,Windy,Medium,motorcycle,1,37
0xe253 ,4.8,26.47,80.35,26.55,80.43,Windy,Jam,scooter,1,21
0x5bf6 ,4.6,12.323978,76.627961,12.373978,76.677961,Cloudy,Jam,scooter,0,26
0x94c3 ,4.7,21.175975,72.795503,21.255975,72.875503,Cloudy,Jam,scooter,1,36
0x96f6 ,4.9,21.186884,72.793616,21.226884,72.833616,Cloudy,High,electric_scooter,1,28
0xd1cd ,4.5,26.472001,80.354002,26.512001,80.394002,Sunny,Medium,motorcycle,1,29
0x65b8 ,4.7,12.970324,77.645748,12.980324,77.655748,Sunny,Low,scooter,1,18
0x8e4d ,4.3,22.751857,75.866699,22.761857,75.876699,Sandstorms,Low,motorcycle,1,25
0x2483 ,4.9,22.722634,75.886959,22.812634,75.976959,Cloudy,Medium,motorcycle,1,30
0x1a2e ,4.3,10.96185,76.971082,10.97185,76.981082,Sandstorms,High,motorcycle,0,39
0x1fb8 ,4.2,26.913726,75.75282,27.043726,75.88282,Windy,Medium,scooter,1,37
0x5f54 ,4.9,12.949934,77.699386,12.959934,77.709386,Cloudy,Low,motorcycle,1,19
0x6edf ,4.7,12.934179,77.615797,13.024179,77.705797,Sunny,Medium,scooter,1,21
0x55b ,4.7,18.636215,73.751081,18.676215,73.791081,Cloudy,High,scooter,0,21
0x92b4 ,4.0,26.88842,75.800689,27.01842,75.930689,Cloudy,Low,motorcycle,1,43
0x2734 ,4.2,19.055831,72.833984,19.125831,72.903984,Sandstorms,Jam,motorcycle,1,37
0xa517 ,4.8,12.972161,77.596014,13.022161,77.646014,Sunny,Low,motorcycle,0,16
0x1c5b ,5.0,22.310329,73.169083,22.370329,73.229083,Fog,Jam,motorcycle,0,20
0x9d34 ,4.6,12.299524,76.64262,12.409524,76.75262,Cloudy,Jam,motorcycle,1,42
0x77be ,4.9,26.911927,75.797282,26.991927,75.877282,Cloudy,Medium,scooter,1,26
0xae38 ,4.3,23.353783,85.326967,23.423783,85.396967,Fog,Jam,scooter,0,40
0xc8fb ,4.7,27.16185,78.040165,27.18185,78.060165,Windy,Low,motorcycle,0,10
0x6883 ,4.8,21.160437,72.774209,21.170437,72.784209,Sandstorms,Low,motorcycle,1,15
0x98a0 ,4.8,22.695207,75.866059,22.825207,75.996059,Sunny,Jam,electric_scooter,0,21
0x4670 ,4.8,26.911927,75.797282,26.931927,75.817282,Fog,High,motorcycle,1,29
0xaea8 ,4.9,21.149569,72.772697,21.169569,72.792697,Sandstorms,Low,scooter,0,11
0x208e ,4.7,22.74806,75.8934,22.80806,75.9534,Stormy,Low,scooter,0,19
0xd63d ,4.8,22.547186,88.35068,22.567186,88.37068,Sunny,Low,motorcycle,1,24
0x6393 ,4.6,13.027018,80.254791,13.047018,80.274791,Windy,Low,scooter,1,18
0xbe63 ,5.0,17.45971,78.368855,17.48971,78.398855,Cloudy,Jam,motorcycle,1,24
0xa18a ,4.6,26.913987,75.752891,26.983987,75.822891,Cloudy,Low,scooter,1,27
0xd18e ,4.5,27.195928,77.998092,27.265928,78.068092,Fog,Jam,motorcycle,1,41
0x2ca7 ,4.4,22.74806,75.8934,22.76806,75.9134,Sandstorms,High,motorcycle,2,38
0x7180 ,4.6,22.725835,75.887648,22.775835,75.937648,Sandstorms,Jam,motorcycle,1,29
0x122b ,4.8,12.935662,77.61413,12.975662,77.65413,Stormy,High,motorcycle,1,19
0x60db ,4.5,12.337978,76.616792,12.397978,76.676792,Sandstorms,Medium,scooter,1,26
0x124c ,4.8,19.176269,72.836721,19.206269,72.866721,Fog,Low,motorcycle,1,20
0x820e ,4.7,12.337928,76.617889,12.417928,76.697889,Stormy,Medium,motorcycle,1,21
0x503e ,4.8,13.049645,80.242268,13.069645,80.262268,Cloudy,Low,scooter,0,15
0x7731 ,4.9,11.010375,76.95295,11.120375,77.06295,Cloudy,Jam,scooter,0,32
0x8b04 ,4.8,13.029198,77.570997,13.069198,77.610997,Windy,High,scooter,0,20
0x8d99 ,4.6,12.914264,77.6784,12.974264,77.7384,Sunny,Jam,motorcycle,0,19
0x39c4 ,4.8,13.022394,80.242439,13.032394,80.252439,Windy,High,motorcycle,1,27
0xabd1 ,4.8,18.536718,73.830327,18.596719,73.890327,Sandstorms,Low,motorcycle,0,23
0xac2e ,4.8,22.745536,75.893106,22.805536,75.953106,Windy,Medium,motorcycle,1,31
0x1e08 ,4.9,13.026279,80.174568,13.086279,80.234568,Stormy,Low,scooter,0,16
0x1edf ,4.8,17.431668,78.408321,17.491668,78.468321,Sandstorms,Jam,scooter,1,25
0x8e40 ,4.4,19.055831,72.833984,19.065831,72.843984,Windy,High,motorcycle,1,39
0x2154 ,5.0,13.045479,80.23311,13.095479,80.28311,Sunny,Low,motorcycle,0,24
0xdaf5 ,4.7,26.472001,80.354002,26.502001,80.384002,Cloudy,Jam,motorcycle,1,21
0x607f ,4.6,18.533811,73.899315,18.603811,73.969315,Stormy,Low,motorcycle,1,26
0x8a2a ,4.3,17.429585,78.392621,17.559585,78.522621,Sandstorms,Jam,motorcycle,1,35
0x5809 ,4.8,12.934179,77.615797,13.004179,77.685797,Windy,Low,motorcycle,1,20
0x6ec2 ,4.5,22.310237,73.158921,22.350237,73.198921,Fog,Medium,motorcycle,1,20
0x3c0c ,4.8,22.753659,75.903365,22.803659,75.953365,Stormy,Low,scooter,0,14
0xb7ec ,4.5,11.003681,76.975525,11.013681,76.985525,Windy,Low,scooter,0,21
0xbd74 ,4.3,23.353783,85.326967,23.383783,85.356967,Sandstorms,Low,motorcycle,1,23
0xb8a0 ,4.8,22.753659,75.903365,22.843659,75.993365,Stormy,Low,electric_scooter,1,16
0x8526 ,4.6,12.352058,76.60665,12.372058,76.62665,Fog,Low,motorcycle,1,24
0xb724 ,3.7,22.760072,75.892574,22.800072,75.932574,Sunny,High,motorcycle,1,46
0xae19 ,4.9,22.751857,75.866699,22.771857,75.886699,Sandstorms,Low,scooter,1,17
0x28dd ,4.8,11.022477,76.995667,11.092477,77.065667,Cloudy,Medium,scooter,1,33
0xdf7e ,4.8,26.482419,80.320939,26.512419,80.350939,Windy,Medium,motorcycle,0,17
0x2a58 ,4.8,17.428294,78.404423,17.438294,78.414423,Sunny,Low,motorcycle,1,13
0xafbd ,4.8,11.003669,76.976494,11.133669,77.106494,Windy,Jam,motorcycle,1,30
0x2110 ,4.8,22.744648,75.894377,22.874648,76.024377,Sandstorms,Medium,scooter,0,25
0xd967 ,4.9,30.342509,78.061187,30.432509,78.151187,Fog,Jam,scooter,1,45
0x9f84 ,4.7,19.12663,72.829976,19.20663,72.909976,Stormy,Medium,electric_scooter,1,22
0xb8ea ,4.6,26.902328,75.794257,26.992328,75.884257,Stormy,Medium,scooter,1,30
0x62a4 ,4.6,22.311844,73.165081,22.421844,73.275081,Windy,Medium,motorcycle,1,17
0x7748 ,4.7,10.994136,76.963303,11.104136,77.073303,Cloudy,Low,scooter,0,21
0xb407 ,4.5,11.026117,76.944652,11.066117,76.984652,Sandstorms,High,motorcycle,1,26
0x4222 ,4.6,12.323994,76.626167,12.373994,76.676167,Cloudy,Medium,motorcycle,1,15
0x3bfa ,4.6,18.593481,73.785901,18.633481,73.825901,Sunny,Medium,motorcycle,0,25
0xbb3a ,4.7,23.359033,85.325347,23.379033,85.345347,Sunny,Low,scooter,1,12
0x843c ,4.1,12.98041,77.640489,13.06041,77.720489,Sunny,Jam,motorcycle,1,40
0x2cea ,4.9,11.001753,76.986241,11.111753,77.096241,Windy,Jam,motorcycle,1,30
0x513c ,4.6,19.221315,72.862381,19.251315,72.892381,Fog,Jam,motorcycle,1,24
0x12f3 ,4.0,17.422819,78.449578,17.472819,78.499578,Stormy,Jam,motorcycle,2,46
0x734a ,4.8,23.355164,85.324097,23.445164,85.414097,Stormy,Medium,motorcycle,1,27
0x4552 ,4.8,22.732225,75.874765,22.762225,75.904765,Fog,Medium,scooter,0,16
0x7cee ,4.7,19.103249,72.846749,19.133249,72.876749,Stormy,Jam,motorcycle,1,33
0x5b82 ,4.6,12.975996,80.221898,12.985996,80.231898,Stormy,Low,scooter,1,13
0x3761 ,4.6,26.849596,75.800512,26.899596,75.850512,Fog,Jam,motorcycle,2,38
0xcf42 ,5.0,27.160934,78.044095,27.300934,78.184095,Fog,Jam,scooter,3,44
0x8578 ,4.8,12.321214,76.621094,12.331214,76.631094,Cloudy,Low,motorcycle,1,12
0x91ff ,4.9,22.761593,75.886362,22.781593,75.906362,Stormy,Low,electric_scooter,1,15
0x40cd ,4.7,22.651847,75.881991,22.681847,75.911991,Windy,Jam,scooter,1,26
0x6f2b ,4.0,18.592718,73.773572,18.622718,73.803572,Sandstorms,Low,motorcycle,0,20
0xca55 ,4.9,22.538731,88.364878,22.608731,88.434878,Cloudy,Jam,motorcycle,0,30
0x9bf1 ,4.8,17.431477,78.40035,17.541477,78.51035,Cloudy,Jam,motorcycle,1,44
0x5fbb ,4.6,19.003517,72.82765,19.013517,72.83765,Sandstorms,High,electric_scooter,1,29
0x910 ,4.6,23.39925,85.390464,23.43925,85.430464,Fog,Medium,motorcycle,0,34
0x14ba ,4.7,26.902908,75.792934,26.962908,75.852934,Windy,Jam,scooter,1,29
0xbab3 ,4.5,23.351058,85.325731,23.411058,85.385731,Windy,Medium,motorcycle,1,26
0x9aa1 ,4.8,11.025083,77.015393,11.035083,77.025393,Cloudy,Low,motorcycle,1,18
0xa076 ,5.0,22.311358,73.164798,22.341358,73.194798,Sandstorms,Low,electric_scooter,1,19
0x4b82 ,4.1,10.994136,76.963303,11.034136,77.003303,Sandstorms,High,motorcycle,0,39
0xc808 ,4.6,15.585658,73.743606,15.595658,73.753606,Windy,Low,motorcycle,0,23
0x485f ,4.7,21.160522,72.771477,21.210522,72.821477,Sunny,Medium,motorcycle,0,29
0x250e ,4.7,22.732225,75.874765,22.822225,75.964765,Fog,Medium,scooter,0,35
0x60f ,4.7,12.986047,80.218114,13.016047,80.248114,Sandstorms,Jam,scooter,1,27
0x8933 ,4.1,18.994049,72.825203,19.044049,72.875203,Windy,Jam,motorcycle,1,34
0x5564 ,4.7,21.186884,72.793616,21.296884,72.903616,Fog,Medium,scooter,1,37
0x7d81 ,4.6,21.149834,72.778666,21.169834,72.798666,Sandstorms,High,motorcycle,1,17
0x6576 ,4.7,21.173493,72.801953,21.303493,72.931953,Windy,Medium,motorcycle,1,25
0x8edb ,4.8,19.22384,72.841347,19.28384,72.901347,Sandstorms,Medium,electric_scooter,0,29
0xb4f4 ,4.1,18.51421,73.838429,18.62421,73.948429,Sunny,Jam,motorcycle,0,34
0x847d ,4.6,23.416792,85.316842,23.446792,85.346842,Stormy,Medium,motorcycle,1,32
0xacac ,4.8,12.325461,76.632278,12.385461,76.692278,Sandstorms,Jam,motorcycle,0,33
0x61b1 ,4.9,19.176269,72.836721,19.306269,72.966721,Sunny,Jam,scooter,1,18
0x8bb3 ,4.0,21.173343,72.792731,21.243343,72.862731,Stormy,Medium,motorcycle,1,31
0x91ea ,4.6,12.913041,77.683237,12.933041,77.703237,Windy,Low,scooter,1,25
0x877a ,5.0,23.359033,85.325347,23.429033,85.395347,Stormy,Medium,scooter,1,27
0xb190 ,4.8,19.121999,72.908493,19.131999,72.918493,Fog,High,motorcycle,1,25
0xa35e ,4.9,18.543626,73.905101,18.553626,73.915101,Fog,Low,electric_scooter,0,15
0xbe7a ,5.0,26.905287,75.794592,26.955287,75.844592,Cloudy,Jam,scooter,1,26
0xad36 ,4.1,26.849596,75.800512,26.929596,75.880512,Windy,Medium,motorcycle,1,39
0xd844 ,4.8,22.538731,88.364878,22.578731,88.404878,Sunny,Medium,electric_scooter,1,16
0x5cbf ,4.6,12.934179,77.615797,12.974179,77.655797,Sunny,Medium,motorcycle,0,11
0xa14c ,4.7,11.010375,76.95295,11.140375,77.08295,Sandstorms,Jam,motorcycle,2,42
0x3c21 ,4.9,12.304569,76.643622,12.364569,76.703622,Stormy,Medium,motorcycle,1,25
0x96fd ,4.3,19.207222,72.972281,19.267222,73.032281,Cloudy,Jam,scooter,1,39
0x2d71 ,4.6,22.311358,73.164798,22.391358,73.244798,Sandstorms,Medium,scooter,0,28
0xd45f ,4.8,25.443994,81.860187,25.533994,81.950187,Sandstorms,Jam,scooter,1,19
0xac3a ,4.6,22.311844,73.165081,22.381844,73.235081,Stormy,Jam,motorcycle,1,27
0xa013 ,4.6,26.902908,75.792934,26.942908,75.832934,Cloudy,Medium,motorcycle,0,29
0xcd34 ,4.7,26.481547,80.299775,26.561547,80.379775,Windy,Medium,scooter,1,25
0xba29 ,4.0,12.323994,76.626167,12.433994,76.736167,Cloudy,Jam,scooter,0,36
0xa107 ,4.8,26.914142,75.805704,26.974142,75.865704,Sandstorms,Low,motorcycle,1,20
0x5314 ,4.1,12.934179,77.615797,13.014179,77.695797,Sandstorms,Medium,motorcycle,0,36
0x3104 ,4.7,21.15276,72.778059,21.18276,72.808059,Cloudy,Low,electric_scooter,1,19
0xc5bc ,4.8,25.454697,81.834492,25.564697,81.944492,Sandstorms,Jam,motorcycle,0,25
0x5c18 ,4.7,26.911378,75.789034,26.921378,75.799034,Fog,Low,motorcycle,1,18
0xbcec ,5.0,17.438263,78.397865,17.448263,78.407865,Windy,High,motorcycle,1,30
0x4ec3 ,4.8,12.321214,76.621094,12.351214,76.651094,Sandstorms,Medium,scooter,1,25
0xb0c9 ,5.0,21.157735,72.768778,21.237735,72.848778,Sandstorms,Medium,motorcycle,1,18
0x170d ,4.6,12.304569,76.643622,12.314569,76.653622,Fog,Low,scooter,1,17
0x4bb7 ,4.2,17.410371,78.437225,17.450371,78.477225,Stormy,Medium,scooter,1,32
0xc6a4 ,4.8,26.474986,80.342796,26.524986,80.392796,Fog,Low,motorcycle,1,28
0x5801 ,4.4,11.006686,76.951736,11.096686,77.041736,Sunny,Jam,motorcycle,0,36
0x9598 ,4.5,21.149834,72.778666,21.169834,72.798666,Fog,High,motorcycle,1,29
0xcc7e ,4.5,9.985497,76.276999,10.065497,76.356999,Fog,Jam,motorcycle,2,43
0x59a8 ,4.7,13.026279,80.174568,13.066279,80.214568,Sandstorms,Medium,motorcycle,0,34
0xdb03 ,4.5,25.449872,81.836167,25.459872,81.846167,Cloudy,Low,motorcycle,1,24
0xa4a ,4.7,11.022298,76.998349,11.092298,77.068349,Cloudy,Medium,scooter,1,39
0xa29d ,4.7,21.175975,72.795503,21.245975,72.865503,Sunny,Jam,motorcycle,0,19
0x7efd ,4.9,19.003517,72.82765,19.063517,72.88765,Cloudy,Low,electric_scooter,1,17
0x60d2 ,4.7,11.02091,76.940432,11.09091,77.010432,Stormy,Low,scooter,0,19
